GDP,Implied PPP Conversion Rate,Inflation,Import Volume,Export Volume,Population,Government Revenue,General Government Revenue,Currect Account Balance,Currect Account Balance
70102.553,2532.298,80.461,13.412,16.731,6.249,12977.738,20.933,-1.237,-16.486
75701.259,2666.535,86.652,16.694,21.667,6.348,13500.236,18.76,-1.368,-15.265
81609.86,2615.523,90.753,29.806,6.685,6.445,18260.895,22.376,-2.173,-21.317
88160.113,2712.93,96.789,15.26,10.552,6.541,18969.665,20.209,-3.174,-26.506
94870.828,2738.371,99.111,15.349,22.155,6.64,23340.322,21.855,-3.087,-23.273
101767.55,2819.729,100,-0.199,-4.798,6.741,23698.789,20.212,-3.22,-22.421
108914.779,2759.426,102.487,-16.968,17.824,6.846,20716.322,16.024,-1.752,-11.017
116376.658,2789.109,102.639,6.175,2.588,6.953,22615.492,16.074,-1.901,-11.149
123695.625,2776.273,104.163,0.362,4.104,7.061,24758.342,16.244,-2.35,-12.963
129449.945,2788.732,110.709,-5.417,14.133,7.169,25143.525,15.417,-1.711,-9.113
128886.886,2892.908,114.281,-16.747,-7.407,7.276,21780.873,12.777,-0.837,-4.448
12.307,0.309,51.53,8.964,13.493,2.445,,,-0.345,-5.29
13.087,0.32,52.92,20.357,8.422,2.421,2.191,36.468,-0.65,-9.068
13.446,0.321,54.51,-5.351,-6.578,2.399,2.249,35.9,-0.544,-7.228
14.208,0.325,55.46,2.675,14.419,2.382,2.309,33.662,-0.374,-4.708
15.107,0.325,57.22,15.639,9.038,2.353,2.414,32.36,-0.628,-7.519
16.177,0.336,58.05,2.711,5.03,2.321,2.667,31.76,-0.619,-6.479
17.541,0.346,60.13,11.865,3.98,2.299,2.996,31.358,-0.915,-7.788
19.032,0.36,64.54,20.656,13.752,2.277,3.589,32.417,-1.767,-12.267
21.074,0.388,69.14,17.055,23.505,2.25,4.553,33.412,-2.007,-11.815
23.6,0.423,73.8,21.879,7.542,2.228,5.714,33.3,-4.484,-20.818
25.966,0.495,84.15,17.446,13.86,2.209,7.612,33.583,-6.426,-20.695
25.102,0.542,92.9,-11.14,2.319,2.192,8.149,33.315,-4.416,-12.293
21.522,0.486,91.63,-30.894,-12.874,2.163,6.737,35.583,2.028,7.685
20.574,0.478,93.83,12.806,13.444,2.121,6.555,36.372,0.407,1.703
21.905,0.499,97.47,22.78,12.604,2.075,7.236,35.451,-0.945,-3.297
22.836,0.506,99.02,5.247,9.498,2.045,8.175,37.083,-1.051,-3.706
23.364,0.499,98.62,-0.127,0.659,2.024,8.364,36.488,-0.843,-2.77
23.615,0.498,98.89,2.929,6.236,2.001,8.533,36.134,-0.509,-1.622
24.561,0.497,99.29,1.65,2.966,1.986,8.815,35.889,-0.162,-0.594
25.144,0.485,101.38,3.564,3.957,1.969,9.065,35.746,0.444,1.581
25.961,0.484,103.57,8.56,6.366,1.95,9.624,35.696,0.383,1.257
27.006,0.491,106.21,6.44,4.317,1.934,10.883,37.344,-0.099,-0.288
27.553,0.494,108.48,2.957,2.112,1.92,11.414,37.521,-0.221,-0.648
26.555,0.488,107.95,-3.264,-2.726,1.908,11.321,38.592,0.988,2.952
32631.446,740.558,71.109,55.788,15.625,3.658,3825.551,16.001,-5.036,-32.429
33904.073,762.198,75.261,3.062,-3.542,3.694,4503.537,17.419,-5.104,-29.927
33632.84,758.594,73.232,-2.25,16.68,3.748,4880.275,18.853,-3.328,-19.386
34002.801,726.924,72.053,-4.43,-2.661,3.843,4848.808,18.906,-2.996,-17.608
35328.911,697.985,72.006,16.158,9.24,3.991,4684.833,17.907,-3.418,-19.695
36530.093,721.209,74.695,-18.806,-13.639,4.182,5847.854,20.6,-3.179,-16.879
37151.105,719.374,76.347,28.192,75.346,4.388,6596.7,22.464,-3.626,-18.616
39937.438,707.664,77.857,16.219,-4.597,4.569,7485.261,23.474,-3.807,-17.997
40217,692.476,76.61,-8.102,3.152,4.699,7405,22.85,-2.424,-11.276
40840,677.668,82.137,-2.003,3.037,4.76,8485.868,25.561,-1.943,-8.825
44643,680.5,87.034,12.597,4.178,4.767,9081.794,24.265,-2.403,-9.68
48691,718.015,92.496,21.795,19.147,4.765,10741,24.469,-5.023,-17.25
53674,786.802,95.631,10.065,5.678,4.813,12801.521,23.989,-7.947,-22.448
57954,781.958,100,-10.357,-9.72,4.953,12567.4,21.685,-7.955,-20.692
58457,788.752,103.119,-2.973,4.972,5.202,13768.875,22.876,-6.551,-16.408
59942,808.92,113.514,4.425,-12.099,5.538,14461.864,21.785,-11.407,-25.905
62242.526,798.526,114.785,7.407,0.992,5.913,14199.066,20.079,-13.121,-27.972
63769.41,771.115,113.974,0.313,-6.204,6.261,16397.867,22.599,-13.883,-28.844
64173.173,764.821,110.097,4.591,21.351,6.533,14432.763,19.123,-9.918,-19.809
65178.361,742.686,113.556,3.957,1.135,6.714,14958,19.308,-12.035,-23.42
65710.03,734.776,119.246,-0.001,-4.892,6.819,17520.62,21.795,-14.038,-26.326
64618.945,756.457,125.868,-1.716,-4.048,6.859,17401.601,20.883,-15.725,-28.448
59912,776.606,134.628,-4.599,-3.47,6.856,16674.02,20.653,-14.44,-27.573
44934,1213.992,330.976,-51.684,-50.888,6.825,15338.559,16.012,-3.382,-17.792
12.378,1.962,31.736,4.679,28.135,1.864,2.143,44.368,-0.312,-32.441
12.552,2.115,34.575,-6.332,-4.455,1.865,2.094,39.218,-0.183,-20.661
12.752,2.226,36.764,-3.215,-10.354,1.867,2.045,35.319,-0.244,-27.971
13.377,2.291,39.337,-2.838,21.248,1.868,2.357,36.855,-0.043,-5.054
13.815,2.467,43.627,12.89,18.57,1.869,2.746,37.233,0.039,5.593
14.033,2.67,46.994,11.888,12.092,1.871,3.168,38.068,0.056,7.299
14.604,2.683,49.42,-3.503,-15.828,1.872,3.602,39.985,0.027,2.468
14.954,2.777,51.245,-0.339,-2.105,1.874,4.248,42.499,0.156,11.26
15.42,2.865,53.86,3.807,10.5,1.875,4.661,42.101,0.152,10.254
16.101,2.996,57.054,-0.407,19.237,1.877,6.465,53.404,0.306,20.109
16.905,3.258,63.13,1.3,11.06,1.889,7.183,57.292,0.358,20.36
17.54,3.597,69.784,6.611,4.038,1.902,8.888,60.732,0.314,19.024
17.604,3.687,72.259,2.818,-5.547,1.915,9.328,61.559,0.033,1.72
18.502,3.877,74.869,3.598,3.347,1.928,7.837,46.235,-0.224,-9.508
19.438,4.081,80.246,4.252,8.566,1.941,8.605,44.981,-0.373,-14.525
20.438,4.373,84.234,4.207,-2.285,1.954,11.788,56.211,-0.222,-9.002
20.8,4.393,88.871,-6.004,-8.7,1.967,13.274,55.884,-0.125,-5.346
21.23,4.623,90.659,1.111,-3.453,1.98,14.583,53.229,-0.129,-5.207
21.921,4.752,97.441,5.838,16.738,1.994,15.321,50.367,-0.087,-3.956
22.335,5.012,101.77,1.104,9.486,2.007,14.052,45.041,-0.148,-6.67
21.731,5.506,106.691,3.045,5.495,2.021,15.251,49.798,-0.062,-2.621
21.51,5.661,112.276,-5.028,0.349,2.034,16.117,50.502,-0.033,-1.407
21.178,5.83,116.749,0.952,-0.413,2.048,16.437,49.902,-0.049,-2.207
20.035,6.048,124.284,-2.46,-21.594,2.062,18.71,57.185,-0.042,-2.077
,,,,,,,,,
,,90.575,,,2.346,,,,
,,97.932,,,2.515,,,,
2.046,0.333,101.07,0.072,88.098,2.653,0.13,14.442,-0.106,-12.237
2.102,0.332,120.589,8.29,36.909,2.751,0.105,11.106,-0.087,-9.667
2.195,0.327,133.968,11.612,12.028,2.817,0.109,11.145,-0.026,-2.751
1.559,0.341,140.716,-13.508,-48.174,2.866,0.073,9.324,-0.1,-14.017
1.621,0.402,151.303,429.392,90.954,2.921,0.104,11.554,-0.055,-6.158
1.716,0.388,161.895,0.453,0.177,2.999,0.116,11.166,0.021,2.218
1.862,0.407,181.178,41.596,31.596,3.105,0.173,14.857,-0.082,-7.355
2.106,0.425,202.301,-7.052,1.261,3.231,0.264,18.304,-0.021,-1.569
2.234,0.49,221.294,4.675,1.45,3.369,0.317,19.053,-0.505,-30.167
2.35,0.487,242.777,-23.892,-21.242,3.505,0.394,22.521,-0.26,-14.708
2.499,0.504,258.844,-17.733,1.069,3.631,0.519,26.191,-0.001,-0.045
2.692,0.546,288.479,21.891,0.929,3.743,0.601,25.421,-0.078,-3.339
2.918,0.56,310.718,14.834,13.716,3.845,0.746,27.856,-0.589,-22.021
3.176,0.539,337.111,-5.779,24.131,3.942,0.828,27.504,-0.271,-8.895
3.198,0.522,362.936,38.768,-0.075,4.038,0.916,29.653,-1.072,-34.672
3.199,0.55,392.113,9.521,-0.577,4.138,1.006,32.553,-0.869,-28.091
3.146,0.518,441.196,-11.268,-4.459,4.243,1.04,31.955,-0.747,-22.941
3.224,0.461,502.496,-24.859,-7.141,4.352,0.927,27.922,-0.729,-21.957
3.264,0.437,645.833,-6.963,30.634,4.463,0.875,26.809,-0.7,-21.455
3.182,0.416,776.619,-5.743,1.605,4.578,0.889,28.861,-0.597,-19.374
3.088,0.417,878.53,-9.451,-10.107,4.694,0.911,30,-0.531,-17.485
56.443,0.115,123.494,8.442,3.841,4.92,4.635,33.252,-0.137,-0.376
56.23,0.114,128.206,-26.184,-7.679,5.01,4.408,31.473,-0.61,-2.037
56.49,0.134,130.34,4.439,2.858,5.09,5.622,33.695,0.914,2.54
58.569,0.148,121.727,-10.094,3.947,5.18,8.175,41.704,5.152,13.462
57.536,0.155,109.213,21.048,-4.608,5.26,7.891,38.234,2.205,6.463
56.984,0.195,101.275,49.221,-14.475,5.34,12.85,49.4,-1.501,-7.332
64.402,0.218,100,14.035,15.972,5.42,16.614,49.421,-2.129,-8.129
67.275,0.261,96.5,-8.05,54.727,5.51,23.272,54.047,7.031,21.309
75.261,0.325,105.969,14.097,8.659,5.59,37.413,60.41,17.425,36.812
80.153,0.345,108.874,0.894,7.854,5.69,45.457,62.961,28.093,51.112
85.246,0.373,116.857,20.45,3.443,5.78,53.091,62.28,29.825,44.061
69.798,0.474,128.362,11.053,-6.557,5.88,72.897,80.688,37.083,50.169
67.712,0.342,128.783,22.375,-6.819,5.96,41.786,65.609,9.38,18.462
69.863,0.45,133.065,11.181,-0.838,6.041,61.504,70.391,14.578,21.136
23.294,0.592,168.522,-54.655,-69.154,5.923,16.614,42.414,3.173,9.916
52.344,0.677,162.331,115.583,217.46,6.283,74.714,74.248,23.837,29.886
33.066,0.663,165.097,29.761,-23.803,6.266,54.773,82.996,0.01,0.019
15.536,0.575,176.883,-9.372,-54.729,6.259,21.543,69.785,-19.033,-78.446
13.512,0.49,206.776,-33.55,8.67,6.322,16.843,70.833,-9.346,-54.287
12.514,0.505,256.43,-42.84,0.73,6.385,8.845,34.302,-4.575,-24.646
20.525,0.606,328.349,-4.59,71.135,6.448,22.338,53.368,2.375,7.863
24.194,0.689,324.423,55.901,34.775,6.513,49.143,85.614,0.759,1.833
27.385,0.57,325.116,1.418,-12.955,6.578,57.365,104.835,0.434,1.1
11.031,0.68,334.274,-61.75,-80.952,6.644,22.818,85.738,-2.35,-12.233
18.389,0.399,65.57,24.966,18.838,3.575,3.622,30.905,-0.981,-9.699
19.764,0.408,67.59,6.14,4.659,3.549,4.065,31.22,-1.298,-11.55
19.538,0.397,67.85,-12.351,-16.372,3.524,3.964,31.187,-1.194,-10.883
20.26,0.393,68.98,4.976,9.557,3.5,4.262,31.925,-0.675,-5.855
21.583,0.383,70.38,17.576,21.209,3.471,4.46,31.459,-0.574,-4.688
23.04,0.379,69.75,18.582,18.611,3.443,4.77,31.416,-0.734,-5.148
25.474,0.368,68.84,8.856,8.426,3.415,5.134,30.833,-1.278,-6.807
27.148,0.368,70.8,15.211,4.093,3.377,5.775,31.696,-1.724,-7.622
29.247,0.382,72.92,16.831,17.028,3.323,6.914,32.955,-1.901,-7.277
31.415,0.395,76.24,14.302,12.808,3.27,8.015,33.323,-3.295,-10.908
34.904,0.418,82.49,10.649,3.193,3.231,9.714,33.483,-6.162,-15.497
35.817,0.45,89.47,10.819,11.618,3.198,11.042,33.809,-6.542,-13.621
30.502,0.432,90.52,-28.654,-13.676,3.163,9.244,34.369,0.537,1.432
31.006,0.438,93.8,16.811,16.382,3.097,9.616,34.301,-0.474,-1.275
32.878,0.452,97.06,14.217,14.547,3.028,10.183,32.517,-1.981,-4.545
34.142,0.453,99.89,5.17,10.847,2.988,10.695,32.01,-0.605,-1.407
35.354,0.443,100.419,5.812,7.27,2.958,11.22,32.021,0.388,0.834
36.605,0.443,100.23,-1.672,-1.823,2.932,12.2,33.351,1.538,3.165
37.346,0.446,99.98,9.353,2.42,2.905,12.769,34.191,-1.165,-2.811
38.287,0.438,101.94,4.041,4.927,2.868,13.05,33.557,-0.353,-0.82
39.926,0.442,105.82,11.141,13.522,2.828,13.89,32.856,0.283,0.593
41.498,0.447,107.68,6.008,6.782,2.802,15.361,33.767,0.158,0.295
43.298,0.451,110.62,6.343,9.478,2.794,16.647,34.108,1.827,3.344
42.921,0.451,110.54,-5.312,-0.009,2.795,17.282,35.319,4.658,8.341
24.591,0.76,66.99,12.605,11.367,0.417,7.64,46.621,1.839,9.938
26.187,0.748,67.27,11.812,11.173,0.422,8.118,46.709,1.648,8.521
28.392,0.777,68.88,14.816,14.251,0.427,8.893,44.807,2.272,10.728
30.789,0.815,71.86,15.012,17.131,0.434,10.005,43.349,2.688,12.603
31.569,0.8,72.56,6.614,5.837,0.439,10.45,43.961,1.77,8.313
32.774,0.801,74.61,1.075,2.611,0.444,10.953,43.646,1.798,7.583
33.309,0.807,76.45,4.695,2.824,0.448,11.438,43.678,2.119,7.156
34.512,0.809,79.14,11.606,10.747,0.455,11.919,42.667,2.479,7.138
35.607,0.817,81.92,5.764,5.543,0.461,13.092,43.593,2.615,6.996
37.45,0.849,83.78,12.384,13.13,0.469,14.116,41.754,2.85,6.714
40.579,0.839,87.41,6.737,8.106,0.476,15.714,42.265,3.379,6.63
40.06,0.855,88.04,9.236,5.472,0.484,16.522,43.331,3.606,6.431
38.314,0.861,90.24,-13.677,-11.642,0.494,16.59,44.866,3.147,6.109
40.178,0.882,93.02,12.172,10.373,0.502,17.681,44.008,3.251,6.098
41.198,0.905,96.16,5.334,4.045,0.512,18.684,43.286,3.479,5.792
41.053,0.907,98.5,4.76,2.752,0.525,19.689,44.634,3.201,5.645
42.553,0.895,99.98,5.098,5.263,0.537,20.659,44.428,3.342,5.411
44.382,0.884,98.98,19.467,16.384,0.55,21.723,43.6,3.411,5.152
46.293,0.881,99.78,3.399,4.701,0.563,22.561,43.331,2.929,5.071
48.41,0.852,101.32,1.632,2.617,0.576,23.571,42.96,2.999,4.939
49.282,0.844,102.86,0.621,0.724,0.591,24.762,43.584,3.146,4.904
50.815,0.845,104.75,-0.338,0.467,0.602,27.244,45.367,3.376,4.757
51.983,0.859,106.62,0.912,0.836,0.614,28.381,44.683,3.249,4.569
51.3,0.868,106.24,2.151,2.471,0.626,28.034,43.706,3.143,4.294
,,,,,,10.665,,,
,,,,,,9.692,,,
,,,,,,10.656,,,
,,,,,,9.764,,,
122.749,3.507,80.699,,,0.436,11.11,20.159,,
133.687,3.407,79.433,,,0.441,11.895,20.087,2.324,31.529
149.249,3.343,78.358,,,0.447,15.289,23.114,2.525,30.617
188.994,3.318,80.552,,,0.463,20.249,23.715,3.507,32.955
204.257,3.397,85.071,,,0.484,23.817,24.449,2.876,23.653
231.609,3.55,88.972,,,0.513,29.075,24.43,2.215,14.893
265.137,3.76,95.302,,,0.538,42.93,28.971,3.999,21.685
274.129,4.06,101.175,,,0.549,55.931,33.166,3.272,15.562
277.622,4.072,101.941,,,0.542,56.673,32.88,5.947,27.547
347.368,4.216,105.93,,,0.552,82.564,36.533,10.992,38.92
422.457,4.44,113.143,,,0.557,117.742,39.853,14.879,40.383
461.501,4.565,119.738,,,0.582,135.176,39.172,16.772,38.834
511.126,4.644,126.583,,,0.608,157.533,38.261,20.272,39.335
500.656,4.861,133.664,,,0.636,163.392,37.26,17.956,32.706
393.052,5.137,138.654,,,0.647,114.218,31.744,10.513,23.331
390.401,5.118,140.656,,,0.645,108.948,30.225,11.956,26.52
429.372,5.155,143.527,,,0.653,129.083,31.875,15.523,30.764
457.136,5.213,147.751,,,0.667,139.815,31.319,18.303,33.096
445.119,5.244,151.535,,,0.68,146.227,32.851,18.556,33.644
194.48,5.18,150.224,,,0.683,55.509,28.554,-8.313,-34.162
11226.246,253.493,20.766,0.277,-14.331,14.348,540.646,12.456,-0.202,-4.734
11665.987,266.238,22.096,14.265,18.569,14.809,556.92,11.625,-0.289,-6.573
12214.198,281.413,24.328,4.741,10.157,15.283,701.98,13.057,-0.225,-5.248
12758.567,307.018,26.728,6.332,2.187,15.767,814.178,12.994,-0.26,-5.627
13521.56,324.024,28.247,9.65,36.8,16.261,838.121,11.696,-0.14,-2.575
11843.808,371.691,32.066,30.91,2.894,16.765,610.63,8.35,-0.477,-8.914
13002.712,358.286,31.813,-19.81,-35.103,17.279,1044.957,13.242,-0.328,-5.146
13686.265,397.614,40.507,2.924,-4.058,17.803,1653.451,17.469,-0.399,-7.878
14337.163,456.321,45.141,24.648,36.878,18.337,1863.536,15.878,-0.734,-12.531
15111.156,490.317,50.029,0.992,-2.232,18.88,1748.705,12.763,-0.586,-9.155
15974.088,526.531,54.139,34.218,9.371,19.434,2201.059,13.779,-0.843,-9.886
17046.371,555.3,59.629,16.672,34.537,19.996,2562.944,13.988,-1.677,-15.636
16368.146,589.997,64.396,-8.645,-12.369,20.569,1927.741,10.247,-1.748,-18.172
16469.502,642.562,70.961,-20.544,-10.004,21.152,2403.489,11.52,-0.893,-8.949
16729.461,694.863,75.859,4.994,14.063,21.744,2338.885,9.998,-0.777,-6.728
17233.21,742.898,80.242,16.757,7.237,22.347,2358.159,9.278,-0.864,-7.463
17629.641,777.659,85.264,14.288,-10.052,22.961,2549.609,9.299,-0.808,-6.505
18218.33,823.956,90.402,2.328,-1.428,23.59,3203.707,10.594,-0.034,-0.269
18788.982,886.091,97.239,-7.134,-7.684,24.234,3381.037,10.179,-0.184,-1.626
19539.253,941.011,103.026,19.11,-31.92,24.88,4681.488,12.438,0.057,0.482
20307.794,1013.435,113.945,7.033,-9.658,25.539,5271.746,12.839,-0.056,-0.422
20956.495,1071.923,121.856,-0.543,-5.945,26.539,5971.291,13.013,0.099,0.716
21880.934,1121.767,126.7,1.837,14.754,27.539,7114.689,13.941,-0.323,-2.289
20542.175,1154.835,132.488,-20.741,-30.628,28.539,6088.501,12.197,-0.702,-5.324
2964.166,11.19,3.508,22.947,4.35,11.148,,,-0.276,-4.247
2995.616,13.6,5.373,-19.295,24.399,11.458,,,-0.004,-0.102
3101.696,18.644,6.89,14.33,-16.568,11.774,,,-0.158,-3.633
3125.748,23.986,9.332,-21.679,-6.753,12.07,,,-0.073,-1.727
2998.353,29.102,11.396,-4.852,4.329,12.343,,,-0.06,-1.435
3051.136,35.235,12.704,12.738,8.173,12.813,35.38,9.374,-0.473,-9.608
3225.223,38.128,13.953,6.177,6.132,13.098,56.317,12.792,-0.331,-7.315
3400.046,42.644,15.863,11.973,10.26,13.385,77.598,14.558,-0.363,-7.414
3511.185,45.789,18.491,4.364,-11.38,13.654,96.35,15.806,-0.486,-9.432
3676.21,53.288,20.365,6.304,10.854,14.043,136.148,17.782,-0.697,-12.373
4029.126,54.013,21.897,-10.377,44.601,14.439,158.706,18.168,-0.364,-5.84
4336.941,59.337,24.075,37.561,7.147,14.846,186.525,17.717,-0.803,-10.724
4698.126,63.617,25.9,-18.711,-27.736,15.274,211.76,17.208,-0.632,-7.244
5021.079,70.485,27.524,42.098,40.949,15.714,298.29,20.228,-0.597,-6.096
5264.805,78.769,30.221,-14.302,-8.668,16.166,249.539,14.147,-0.688,-6.117
5364.088,94.331,40.67,-9.507,5.021,16.632,366.084,17.314,-0.55,-6.536
5643.021,114.541,50.227,1.042,22.393,17.111,480.937,16.984,-0.454,-5.936
5964.673,146.204,62.358,8.076,5.59,17.604,549.659,15.192,-0.495,-5.806
6140.631,186.615,77.857,11.88,-27.876,18.111,691.374,15.35,-1.101,-12.214
6280.023,221.197,93.405,2.797,-7.227,18.632,824.136,14.842,-1.013,-13.105
6531.224,251.074,100,6.296,-8.363,19.169,1034.698,15.841,-1.595,-17.838
6818.055,260.246,109.892,-4.116,2.441,19.721,1087.979,15.034,-1.419,-14.355
7189.515,275.431,122.56,14.25,13.643,20.289,1213.662,14.764,-1.311,-11.881
7255.126,289.228,131.929,10.857,-17.183,20.873,1298.97,14.734,-1.678,-14.16
543.727,1.131,74.301,6.238,5.279,21.769,79.783,25.995,-5.935,-5.44
503.715,1.213,78.248,-19.084,-0.261,22.334,69.368,22.486,9.529,12.122
534.598,1.197,80.178,12.659,13.664,22.91,70.886,21.64,12.604,14.621
580.951,1.276,81.143,22.57,13.278,23.495,76.002,19.58,8.488,8.309
583.958,1.228,82.108,-6.847,-2.658,24.123,91.634,23.863,7.287,7.211
615.44,1.247,83.424,4.46,7.241,24.727,96.764,23.184,7.19,6.546
651.066,1.264,84.389,2.756,7.407,25.32,107.055,23.472,13.381,11.149
695.226,1.304,86.231,19.281,21.797,25.905,116.328,22.531,15.079,11.099
729.82,1.329,89,6.03,5.778,26.477,123.581,21.705,20.693,13.764
770.576,1.34,91.8,14.411,6.907,26.832,143.6,22.972,26.179,15.362
819.115,1.369,93.9,3.32,-3.852,27.1,162.504,23.318,29.728,14.663
858.696,1.482,98.1,-7.557,-13.055,27.6,189.646,23.515,39.395,16.295
845.697,1.385,99.1,-21.902,-10.467,28.082,186.74,25.009,31.416,14.829
909.361,1.42,101.2,12.117,3.622,28.589,185.661,22.285,25.711,9.941
957.498,1.466,104.2,5.6,6.257,29.062,217.488,23.52,32.459,10.741
1009.908,1.454,105.5,-0.607,-6.492,29.51,250.228,25.403,16.245,5.094
1057.31,1.472,108.9,1.826,0.074,30.214,251.059,24.302,11.262,3.435
1120.819,1.505,111.8,3.801,6.502,30.709,261.783,23.329,14.835,4.327
1176.94,1.568,114.8,1.693,4.05,31.186,260.837,22.162,9.001,2.987
1229.312,1.594,116.8,1.55,3.89,31.634,251.124,20.095,7.21,2.393
1300.768,1.655,120.9,8.464,7.26,32.023,267.899,19.522,8.905,2.791
1363.766,1.626,121.1,2.329,2.125,32.382,291.801,20.155,8.003,2.231
1424.31,1.599,122.3,-1.944,-0.812,32.523,322.02,21.281,12.774,3.497
1343.88,1.568,120.6,-9.22,-2.825,32.939,285.901,20.182,14.276,4.236
19.174,4.94,50.677,18.805,13.561,0.255,1.825,23.762,-0.035,-5.32
21.051,4.729,45.931,13.135,11.131,0.261,1.93,23.652,-0.022,-3.153
22.573,4.744,47.458,9.4,8.878,0.266,2.225,24.995,-0.079,-10.435
23.65,4.691,46.179,-9.287,5.771,0.27,2.373,25.153,-0.051,-6.421
24.466,4.618,49.683,16.287,12.721,0.276,2.523,25.683,-0.059,-7.653
25.958,4.626,47.18,-0.031,6.058,0.281,2.715,25.609,-0.036,-4.297
32.55,4.595,46.494,10.387,11.416,0.285,3.088,22.929,-0.031,-2.975
34.513,4.921,51.172,21.754,9.393,0.289,3.425,21.809,-0.122,-9.971
29.982,5.209,52.681,9.461,-32.029,0.294,4.613,30.978,-0.273,-23.467
37.811,5.425,54.314,11.612,52.372,0.299,6.154,30.522,-0.302,-19.171
40.728,5.817,59.14,46.971,102.803,0.305,7.57,31.654,-0.266,-14.212
44.591,6.338,64.423,13.798,4.247,0.31,7.457,25.644,-0.61,-26.863
41.367,7.009,67.921,-21.22,-5.706,0.315,5.735,19.104,-0.226,-9.647
44.373,7.125,72.626,3.835,8.827,0.32,6.54,19.742,-0.19,-7.322
48.175,7.862,84.721,47.407,31.744,0.325,9.905,24.449,-0.39,-14.819
49.387,8.154,89.322,-6.367,2.615,0.331,10.138,22.862,-0.192,-6.645
52.983,8.246,92.059,15.11,19.302,0.336,11.901,23.504,-0.141,-4.303
56.867,8.174,93.138,17.266,13.858,0.342,15.164,26.666,-0.135,-3.656
58.507,8.278,94.217,14.083,4.953,0.348,17.306,27.406,-0.307,-7.487
62.215,8.129,95.937,22.966,3.151,0.354,18.578,27.605,-1.032,-23.638
66.701,8.161,98.08,5.078,3.936,0.36,20.259,27.693,-1.027,-21.629
72.123,8.219,98.61,10.398,18.242,0.366,22.223,27.245,-1.503,-28.386
77.162,8.03,100.301,0.936,4.979,0.372,23.232,26.769,-1.49,-26.451
52.484,7.742,98.251,-40.036,-51.259,0.378,15.69,27.238,-1.119,-29.925
1936.537,171.653,95.917,11.264,38.936,9.838,,,-0.18,-5.607
1993.192,173.928,98.887,4.054,1.265,10.094,,,-0.181,-5.43
2117.674,174.471,97.541,5.01,23.553,10.361,,,-0.217,-6.306
2116.386,169.548,100,-4.017,-3.385,10.643,352.282,16.749,-0.257,-8.672
2441.807,173.57,105.223,26.989,23.99,10.946,394.851,15.544,-0.307,-8.861
2517.657,176.91,109.514,-9.45,33.012,11.272,456.692,16.845,-0.08,-2.046
2747.243,160.311,104.028,15.548,-11.849,11.617,536.528,19.627,-0.278,-5.894
2790.1,161.738,105.625,38.031,-5.322,11.983,557.96,19.399,-0.375,-6.871
2972.426,168.585,109.174,6.512,16.796,12.369,621.605,18.87,-0.445,-7.115
3111.006,171.138,113.091,13.688,-1.75,12.776,1798.667,49.854,-0.225,-3.258
3219.693,174.225,116.016,1.303,-6.056,13.203,730.254,18.705,-0.454,-5.563
3373.381,183.385,124.647,19.636,-4.709,13.651,741.5,16.899,-1.337,-13.588
3531.224,190.896,126.733,-12.811,-12.58,14.114,918.936,19.097,-1.118,-10.937
3722.385,196.677,129.197,18.877,-1.015,14.581,935.807,17.694,-1.147,-10.719
3843,216.09,136.036,12.349,6.624,15.049,1049.943,17.145,-0.657,-5.057
3810.865,225.379,139.269,4.053,9.014,15.515,925.843,14.575,-0.273,-2.193
3898.327,219.312,139.269,25.929,10.268,15.979,1137.218,17.387,-0.382,-2.887
4174.512,218.683,140.885,10.724,-1.704,16.45,1215.122,17.131,-0.676,-4.708
4432.154,218.571,142.253,46.527,31.235,16.934,1481.124,19.117,-0.698,-5.323
4691.537,211.357,141.134,15.85,-3.862,17.439,1522.185,18.313,-1.015,-7.242
4940.444,214.509,142.664,-20.621,13.647,17.965,1789.711,20.059,-1.119,-7.285
5174.942,212.563,144.023,-12.286,-2.493,18.512,1475.899,15.565,-0.837,-4.899
5421.518,212.841,139.225,10.745,7.692,19.078,2173.3,21.465,-1.289,-7.457
5335.265,212.2,140.178,0.121,-7.798,19.658,2083.395,20.723,-0.038,-0.219
,0.465,65.93,-1.684,3.975,0.381,,,-0.095,-2.736
,0.474,67.85,2.511,8.141,0.384,,,-0.098,-2.664
,0.483,70.8,10.125,8.231,0.386,,,-0.058,-1.506
6.044,0.553,71.52,10.431,5.582,0.389,1.527,36.763,-0.209,-5.141
5.973,0.565,74.07,-9.157,-3.979,0.391,1.617,37.722,-0.064,-1.555
6.126,0.571,75.59,1.242,6.312,0.395,1.707,37.809,0.045,0.996
6.375,0.571,77.44,4.555,-0.342,0.397,1.731,36.154,-0.067,-1.224
6.384,0.568,78.9,-1.176,-2.104,0.4,1.842,37.628,-0.332,-5.44
6.6,0.561,81.56,5.986,4.303,0.403,2.037,39.488,-0.523,-8.147
6.766,0.556,82.19,18.433,17.511,0.405,2.144,39.68,-0.635,-9.324
7.089,0.554,84.7,8.13,10.865,0.406,2.245,38.777,-0.307,-3.848
7.36,0.561,88.92,19.529,19.409,0.408,2.357,37.974,-0.095,-1.039
7.277,0.569,88.53,-1.079,-0.415,0.411,2.372,37.897,-0.563,-6.451
7.68,0.58,92.11,8.217,8.205,0.414,2.552,37.442,-0.408,-4.509
7.716,0.574,93.47,3.793,5.272,0.415,2.655,38.334,-0.019,-0.198
